text,isHate,dataset
ol bitch ass look like she got a bobble head.,0,hs_offensive
ol heads always think a young nicca gon runoff wit they sacc,0,hs_offensive
"old hoe lol my juice is gone, im just an old bitty now",0,hs_offensive
old hoes get mad when you dont show them the attention they want.,0,hs_offensive
old lady went to pay and reached all the way over my plate. hate eating on bar countertops. stupid white bitch.,0,hs_offensive
older black guy at factoryi know none of these coons i work with tipped so heres was right too,0,hs_offensive
ole girl really told me she doesnt care if her boyfriend has hoes. this is whats wrong with our generation.,0,hs_offensive
olivias pussy so good that he got jake to sip tea with the enemy. o.p. is the baddest bitch.,0,hs_offensive
omer asik so trash on the offensive side of the floor dude real life murky doo doo water,0,hs_offensive
omfg im about to murk a bitch all i see is red dude,0,hs_offensive
omfg this tattoo hurts like a bitch,0,hs_offensive
omfg. the crazy bitch is here,0,hs_offensive
omg 9 more days in exactly a week ill be in vegas bitches,0,hs_offensive
omg dot im sure thats not all you give away for free bitch,0,hs_offensive
omg i hate this bitches fucking laugh shut the fuck upppp!,0,hs_offensive
omg i will just go to charlie bear to twerk team i fucks with them,0,hs_offensive
omg i will kill you for liking that pic i swear bitch,0,hs_offensive
omg bitch buy a dildo and stfu,0,hs_offensive
omg bruh said this bitch look like a female jb smoove lmao,0,hs_offensive
omg chloe just pulled up to my house like come outside bitch hella cray,0,hs_offensive
omg fuck these bitches,0,hs_offensive
"omg hes at it again. hes the most pathetic, spineless, no balls having piece of trash on twitter ive ever seen. let me go throw up, blah.",0,hs_offensive
omg this bitch just said some shit,0,hs_offensive
omg this bitch was standing and humming a very deep and annoying tone the whole time she was at the counter wtf.,0,hs_offensive
omg! the cutest little tinker bell ever,0,hs_offensive
omg you wont say it to my face! stupid ass hoes talkin shit imma whoop her ass dramatic teenage girls,1,hs_offensive
omgggggggggg mila kunis is so fing hot. f sarah marshall. shes like a bird anorexic.,0,hs_offensive
omm this bitch dumb ass fuck,0,hs_offensive
"omoide yokocho shinjuku, tokyo, japan jap by lost in japan, by miguel mich",0,hs_offensive
on gc i l8v3 dis bitch,0,hs_offensive
on upenn campus all the black chicks here are trash but theyre gonna be paid,1,hs_offensive
on a handstand? pussy in delight,0,hs_offensive
on a mission to find some zebra cakes,0,hs_offensive
"on a scale of 1 to redneck, im watching days of thunder right now.",0,hs_offensive
on break feeling xxxtra dumb cause i forgot my lunch money like a hoe,0,hs_offensive
"on my own shit, jus turned 18 bitches on dat now you grown shit",0,hs_offensive
on the anniversary of 9 al qaeda supporters each claim ben laden as their own as a show of their jihadi authenticity,0,hs_offensive
on the secret party mission! live tweaking to mock fatpo.,0,hs_offensive
on this 2k14 online hitting on these niggah,0,hs_offensive
on westside im screamin fuck kd bitch,0,hs_offensive
on westside im screamin fuck kd bitch,0,hs_offensive
on ya pussy rap sheet its a whole lot of bros!,0,hs_offensive
once againhello hardin county everyone knows a hoe named ashley hsn,0,hs_offensive
"once the brainwork is done on pacemakers at medical device companies, they call in the contract tinker toy engineers like sc_troll",0,hs_offensive
"once we break up, ion want the pussy nomore y really hate huh?",0,hs_offensive
"once you hate someone, everything they do is offensive. look at this bitch eating those crackers like she own the damn place!",0,hs_offensive
"one big school, full of fake bitches.",0,hs_offensive
one day you niggas gone learn when not to fuck an ugly bitch. because these pregnancies need to be stopped,0,hs_offensive
one hoe be fine as fuck and the other one be ugly than a bitch,0,hs_offensive
one mans trash is anothers transformer,0,hs_offensive
"one mans hoe, is another mans hoe they dont change nigga",0,hs_offensive
one mans trash is another mans treasure,0,hs_offensive
one mans trash is another mans treasure,0,hs_offensive
"one more of tonights dog walk sunset. aka, invisible bird on a wire.",0,hs_offensive
"one night stand yall hoes, yall aint nothing more!",0,hs_offensive
one of best looks too. charlie weis couple months ago hanging w,0,hs_offensive
one of my favorite songs. theres a man on the shoreline with a white parakeet trying to make his bird go home.,0,hs_offensive
one of my nigs hollered at cici ima keep it low key tho on which one it was lol,0,hs_offensive
one of the biggest arrests of a was so why a gotta act like a to the,0,hs_offensive
one of the best of all time is s anybody seen that lately? i believe hes dressed as.,0,hs_offensive
one of the great treasures of living in san diego is ready access to mexican twinkies made with real sugar and mexican coca cola.,0,hs_offensive
one of the worlds most prominent jihadi forums just got shut down,0,hs_offensive
one room full of bad bitches. lmao! cant believe im kicking it with my mains from myspace.,0,hs_offensive
one thing i cant stand is texting bitches that got droids,0,hs_offensive
"one thing i hate more than lightskin niggas, is a confused bitch like either you go fwm or you gon fw these niggas.",0,hs_offensive
one thing i love about my relationship is we have an understanding that we dont like cute shit. cute is for the birds.,0,hs_offensive
"one thing i love about russel wilson, he aint a bitch about runnin it",0,hs_offensive
one thing i never did and thats love a bitch cuz im drillin shit. i only love my clique,0,hs_offensive
one thing about it im a loyal a nicca,0,hs_offensive
one thing i always tell my lor cousins big cousins my bitches niggah u always gonna be good regardless,0,hs_offensive
one thing u cant get me to do is trust a bitch,0,hs_offensive
"one time in high school, this girl told my friend that he needed proactive. so he told her she needed weight watchers. hahaha bitch.",0,hs_offensive
"one time this girl asked my what my problem was, i instantly replied i love bad bitches",0,hs_offensive
only americans are degenerate enough to honor their war dead by having a barbecue. anyone who grills out for memorial day is trash.,0,hs_offensive
only americans would hire white trash with ties to international terrorism as police officers.,1,hs_offensive
only blood can satisfy the hungry flames of r charlie brown,0,hs_offensive
only a fuckin would think is about them. no. was a,0,hs_offensive
only a broke nigga gonna settle for a broke bitch,0,hs_offensive
only a hoe would favorite that,0,hs_offensive
only basic bitches workout at planet fitness,0,hs_offensive
only bitches talk shit,0,hs_offensive
only broke bitches steal money.,0,hs_offensive
only faggot pussies put their twitter pic of them and their dog,0,hs_offensive
only faggots use white dss,1,hs_offensive
only fags say swag shits mad retarded.,1,hs_offensive
only fat bitches and flat booty hoes today wackkkkk,0,hs_offensive
only for one reason cause a bitch wont go gay. if your name nt smurf. i see noone,0,hs_offensive
only fw bad bitches iont do no mediocre,0,hs_offensive
only get loud around ya team ass bitch,0,hs_offensive
only goofy niggas simp over chicks with community pussy,0,hs_offensive
only hoes cheat,0,hs_offensive
only hoes get 3k followers on instagram,0,hs_offensive
only hoes love me,0,hs_offensive
only in my hick town can you walk into a national sports bar and get busch light in a can. smh,0,hs_offensive
only keep real bitches in attendance,0,hs_offensive
only movie i cant wait to see tansformers4. if its a fail im going killer ape shit on michael bay,0,hs_offensive
only negro to keep adding baby fat as they got older.,0,hs_offensive
only niggah on my tl so getting off now,0,hs_offensive
only ounces and up niggah,0,hs_offensive
"only people not home right now are nurses, hoes, niggas tryna hit them hoes",0,hs_offensive
only retards retweet fuckry,1,hs_offensive
only the family in my eyes n bitch they rite heree,0,hs_offensive
only the strong survive and that nigga a pussy,0,hs_offensive
only the strong survive and you niggas is bitches,0,hs_offensive
only things that calm me down pussy and some cali tree.,0,hs_offensive
only tweet me if that pussy got superpowers,0,hs_offensive
only we would cut our best tight end and resign a trash nigga who cant make a play to save his life,0,hs_offensive
only white people use the word cunt. todd really is taking over,0,hs_offensive
only white trash and morons are offended by the team name.,0,hs_offensive
only white trash watch football.,1,hs_offensive
only white trash watch hockey.,0,hs_offensive
only white trash would call slants and hindis and moslems their equals.,1,hs_offensive
"only word i can understand on is nigger heavily disappointed in this show. aaronmacgruder stuff blows, imo.",1,hs_offensive
"oomf a hoe. she know she a hoe, i know she a hoe, she wont claim she a hoe, so she say she aint a hoe, butwe all know you a hoe hoe!",0,hs_offensive
oomf got hella hoes,0,hs_offensive
oomf got the hoes,0,hs_offensive
oomf make my skin itch. like ew bitch.,0,hs_offensive
oooow that bitch lace front is lace fucked,0,hs_offensive
"oops, i just had a freudian slit.",0,hs_offensive
open her legs then filet mignon that pussy,0,hs_offensive
open mouf kissing my nig lolsam love him some kissing smh lol,0,hs_offensive
open up her legs and filet mignon that pussy,0,hs_offensive
"operation ask redhead resolve, charlie brown.",0,hs_offensive
or dont vote for the cripple amirite? bigot mt vote for governor of texas.,0,hs_offensive
or im vibing and they ask to see the aux cord knowing they bout to play some trash,0,hs_offensive
or a dumb bitch with no self esteem i cant decide.but for now its saint,0,hs_offensive
or continue to be a bitch thats cool too,0,hs_offensive
or faggot guess he got caught saying nigga.,0,hs_offensive
or get swept in motown lol,0,hs_offensive
or get they nails done same hoes brag about niggas they fw got money but cant even get him to fill their tank up,0,hs_offensive
or pollo,0,hs_offensive
or she just cant afford winter clothes summer hoe winter muslimah,0,hs_offensive
or the teach might get u got i really hate a disrespectful ass bitch in class. the professor is talking you stfu bitch.,1,hs_offensive
or their music is trash,0,hs_offensive
or when youre in my neighborhood you know youre in the mexcian ghetto when,0,hs_offensive
or you gotta pay some bills cause pussy aint free ummmm dick aint free neither can you pick this tab up please thank you,0,hs_offensive
oregon losing in oregon ahhhahahaha faggots,1,hs_offensive
oreo ice cream sandwich,0,hs_offensive
"oreo shake, i want you.",0,hs_offensive
oreo milkshakes will forever remind me of,0,hs_offensive
oreos and coffee for brunch. i do what i want!,0,hs_offensive
oreos and ho hos put into milk,0,hs_offensive
oreos are my life,0,hs_offensive
oriental rugs cause im flyer than a dove.,0,hs_offensive
oscar i used to make fun of chaco people together but now that theyre on sale for 1 off this lil bitch wants some,0,hs_offensive
oscar taveras went yardie in his 2nd career mlb at bat. what a stud.,0,hs_offensive
oscars fuckin roasts right now got me hella dying. this bitch.,0,hs_offensive
other jihadi news executed preacher redha lari coz he was extreme hampered reconciliation with nusra with his fatwas,0,hs_offensive
"other then the faggot shit, macklemore actually a really good artistbetter than alot of rappers",0,hs_offensive
otters would make cool pets if they werent such cunts.,0,hs_offensive
our female guinea pig is pregnant,0,hs_offensive
our professor said hoes and he said butt hurt what a boss,0,hs_offensive
"out of day care, im taking a kitty nap on you hosers.",0,hs_offensive
outside my click it aint another nicca fuccn wit me!,0,hs_offensive
outside with dah fuckin yardie eh,0,hs_offensive
over bitches trying to act like i own them a picture,0,hs_offensive
"overall, this single life is about fun. just do that and also get the nudes but dont leak em unless youre a faggot.",0,hs_offensive
overripe eggplants are not good eats.,0,hs_offensive
philosophy existentialism and depth and not trash pop,0,hs_offensive
pnd is my jigga man.,0,hs_offensive
"pollos a lastdos pollos estaban dando vueltas en una poller mientras los estaban cocinando a last, cuando",0,hs_offensive
"psa reduced fat oreos are waxy and dont soften properly when dunked in milk. stay away from them, theyre unnatural!",0,hs_offensive
paceys just told me about how flash was touching himself and he was turning yellow and black,0,hs_offensive
padre fans need to stfu,0,hs_offensive
"paid dis much for da belt, i betta crack a bitch",0,hs_offensive
paige better text a bitch lol,0,hs_offensive
"painting bitches on rooftops, b bitches love rooftops",0,hs_offensive
"palin mocks obama, on russia rhetorically asks who could have seen this coming, the crowd goes wild",0,hs_offensive
panda express is so trash but i wanted chinese and didnt feel like gettin out the car,0,hs_offensive
"pantera 5 minutes alone 5 minutes, pussy boyill crush you.",1,hs_offensive
paper over pussy cause pussy bring problems,0,hs_offensive
papoose is trash bro lol,0,hs_offensive
pappadeaux bread with the scampi butter her pussy tastes like?,0,hs_offensive
pappadeaux got the best chicken strips i swear i squeeze lemons over them hoes!,0,hs_offensive
parents television council scandal sex scene after charlie brown was not ok,0,hs_offensive
"parker cannon is lyrically beautiful. that bitch comes up with the best lyrics for his songs. like fuck, man.",0,hs_offensive
parodies of jihadi songs more effective than asinine muslims should condemn,0,hs_offensive
parsons trash,0,hs_offensive
part chink.,0,hs_offensive
"party at the house, come through bitches",0,hs_offensive
pass interference you dumb ass zebra jerks,0,hs_offensive
pass them sticks bitch,0,hs_offensive
passing up on mad hoes just to give him what he want,0,hs_offensive
patty dont love these hoes,0,hs_offensive
pau a hoe. how u gon play after the trade deadline,0,hs_offensive
paula patton pussy got a nigga on stage on his knees talmbout he gotta get her back tonight,0,hs_offensive
pay for pussy no yo i get too many freebies,0,hs_offensive
payback is a bitch,0,hs_offensive
paybacks a bitch.,0,hs_offensive
peace faggots.,0,hs_offensive
"peace fags, just remember im best lux support na. drop lustboy pick me and kakao up tsm.",1,hs_offensive
peace my friendonly peacei am not your enemydont say that word againlook at my facebook wallone of my best friends ever was a moor,0,hs_offensive
peace to all the hoes i put my badongle in and didnt cook breakfast for,0,hs_offensive
pedro is a little bitch cause he never dm me.,0,hs_offensive
penn state tryna slant and screen all the way down the field lol,0,hs_offensive
pennsylvania is white trash and is so are all pennsylvanians.,1,hs_offensive
people are fucking retarded lol,1,hs_offensive
people are so uncivilized.,0,hs_offensive
people are such bitches complaining over stupid things!,0,hs_offensive
people ask me y i never speak up bout the subtweets n lil shit people say baby tbh ion give a dam bout none of that no nigga or bitch oml,0,hs_offensive
"people asking for donations for christy mack,get real the bitch made thousands of dollars for having sex.bitch better be fuckin me",0,hs_offensive
people be so angry tonight on dis here tweeter. it hard for a colored man to see all dis anger. like bein in a waffle house in mississippi,0,hs_offensive
people calling and complaining to spinellis because of our purge special.lmao pussies.,0,hs_offensive
people comment on my fb statuses like how was your day? like bitch wtf do i know you?,0,hs_offensive
people get more and more retarded everyday,1,hs_offensive
people gotta learn to appreciate the people that go out if their way to help you. even if you dont want their help dont he a bitch,0,hs_offensive
people hate on da rig life but i love my baby more then a pussy ass nigguh,0,hs_offensive
people love to touch my hair ooo is this real? yes bitch is yours?,0,hs_offensive
people on this site are fucking retarded sometimes,1,hs_offensive
"people talk shit on twitter but when they see you in person be looking. like bitch wtf you looking at. yes its me, yeah im cute",0,hs_offensive
"people tend to bitch about coaching too much, but offensive playcalling has killed the ags. indefensible at this point.",0,hs_offensive
people who chose the country over the city are miserable trash. they deserve neither respect nor consideration. they are less than scum.,0,hs_offensive
people who dont put their blinkers on seriously just need to crash into a pole or something,0,hs_offensive
"people who enjoy shows like and are douche bags. usually white trash, too.",1,hs_offensive
"people who go to church in hollywood, ca are all white trash filth.",1,hs_offensive
people who grow their own vegetables are nothing but common peasant trash.,1,hs_offensive
people who live in are unwashed trash.,1,hs_offensive
people who never use any hair product are unkept white trash douche bags.,0,hs_offensive
people who play are white trash,0,hs_offensive
people who play are human filth and dont deserve the same respect youd give a mosquito. theyre soulless gutter trash.,1,hs_offensive
people who slam on the brakes at yellow lights should not be allowed to drive.,0,hs_offensive
people with trash cars love to drive fast and reckless,0,hs_offensive
"people,this picture far and wide, if for no other reason than it makes teabaggers with poor spelling really angry",0,hs_offensive
"perhaps ezra miller is the first crack toward changing that, regardless of whether he identifies as queer over gay.",0,hs_offensive
"perhaps im not a diehard yankee fan, but theres no more point in watching this debacle so what else is on? lol",0,hs_offensive
permanent slit in my eyebrow from when i tumbled down the bleachers when i was little i stayed in the er,0,hs_offensive
"person my new years resolution is to not be a jackass to everyone. me yeah, and im going to buy a ps3. im not retarded.",0,hs_offensive
peter pan that ho never land that ho,0,hs_offensive
peyton manning is a goon fuck elis pussy ass,0,hs_offensive
phaedra is gonna drop apollo like mariah did when da brat went to prison. these hoes aint loyal,0,hs_offensive
phil hughes looking like the phil hughes of old. 2010.,0,hs_offensive
phillip rivers look like he almost wants to call dude a nigger for that bad play,1,hs_offensive
phone disconnected like a hoe thank god for shmediums hot spot lol,0,hs_offensive
phone drier than yo bitch scalp,0,hs_offensive
photo check for background spooks.,0,hs_offensive
photo bad bitch. your favorite vegas socialite,0,hs_offensive
photo giving you that trailer park trash.,0,hs_offensive
photo good morning ig giving u white trash body,0,hs_offensive
photo happy friday bitches,0,hs_offensive
photo happy friday bitches,0,hs_offensive
photo here some kimora boobies for you this is how unlock before i slice a bitch.,0,hs_offensive
photo ima boss ass bitch.,0,hs_offensive
photo me and my bitch,0,hs_offensive
photo morning bitches,0,hs_offensive
photo mustard on the beat hoe,0,hs_offensive
photo my mains yessssss turntup. bitches,0,hs_offensive
photo no filtering bitches.,0,hs_offensive
"photo rest in peace to these bad boys, some bad advise made me let some old asian dude re glue the sole",0,hs_offensive
photo seriously all my friends are hoes. it so funny.,0,hs_offensive
photo anarcho stands for a social order based on the free grouping of individuals for,0,hs_offensive
photo deafreaperventus wayward murderous intensifies are you saying,0,hs_offensive
photoset the biggest pussy i seen in china.,0,hs_offensive
physical bed these bitches frame is trash!,0,hs_offensive
pic circulating on jihadi feeds claiming an isis flag on top of mount arafa in the holiest day of pilgrimage,0,hs_offensive
"pic so confusing looks like a dyke, but has a hoe pooci",0,hs_offensive
pick a city buy a condo find a fine hoe let some time go,0,hs_offensive
pickup line are you a cat lady? because i love pussy toono wait i literally meant i like cats,0,hs_offensive
"picture time outside of metro, fucking fags",0,hs_offensive
pie crust is trash. it be all flaky and dry and shit.,0,hs_offensive
pierce wouldve easily drained all these shots with us. hes so trash now smh,0,hs_offensive
"pillow talkin to bitches, i see her she bad but nigga she basic!",0,hs_offensive
pillow talkin to your hoe hatin on a nigga you might lose ya chick like that,0,hs_offensive
pink champagne for my boo thang she a bad bitch i hope that she dont trade me,0,hs_offensive
pisses me of when i see these little liberal faggots wearing che guevara shirts. move ur ass to cuba.,0,hs_offensive
pisses me off so much when brett screams fag or whore out the window at people,0,hs_offensive
"pistols and bad bitches, hustlers and bad business!",0,hs_offensive
pizza and wings bitches,0,hs_offensive
"pizza, a salad and alcohol is all i wantmy cravings need to be met or im a rude bitch",0,hs_offensive
plaid shorts bitches,0,hs_offensive
"play me about twice? aye, im a pyhscopathic cunt. youre dead.",0,hs_offensive
play pussy and get fucked!,0,hs_offensive
play some fuck bitches get money music,0,hs_offensive
play these hoes like the lottery,0,hs_offensive
"playing a show in lutsen, mn at 9 pm today at papa charlies",0,hs_offensive
playing games and wrestling are the only ways i bind with my brothers. that and the sex talk providing condoms. no raw dogging these hoes,0,hs_offensive
"playing to white guilt lasted one last time, whitey felt absolved, it ends today. it ends in the fields of pennsylvania.",1,hs_offensive
playing with my money is like playing with my emotions niggas dont believe i guess we going to find out then hoe ass niggas,0,hs_offensive
please shut up hoe im honestly a nice person,0,hs_offensive
please control yo hoe!,0,hs_offensive
please dnt take no pictures please dnt take no pictures especially with my jewelry on man these hoes so vicious,0,hs_offensive
please excuse my bitch ass phone its been a hoe lately,0,hs_offensive
"please stop scoring, otherwise you wont have any runs for tomorrow against romero",0,hs_offensive
plot twist i fucked your bitch,0,hs_offensive
"plot twist, bitch",0,hs_offensive
plot twist these hoes are loyal.,0,hs_offensive
"pm is u use any of the words i use sweg,pm,yid,nid were dating",0,hs_offensive
police niccas tryn raid da trap,0,hs_offensive
"polite, yet militant.",0,hs_offensive
political ass bitches,0,hs_offensive
polo levis jordans snapback the look on your face when you still dont get any pussypriceless!,0,hs_offensive
poof. vamoose son of a bitch,0,hs_offensive
"poor henry, hes supporting the right 2 of you guys all on his gut! dont hurt it, charlie",0,hs_offensive
"poor leo,he cant help havin resting bitch face. i feel ya home skillet biscuit",0,hs_offensive
"pop a nigguh, sound like crisco",1,hs_offensive
pop that pussy,0,hs_offensive
pop that pussy for a real nigga,0,hs_offensive
popcorn and candy for dinner. i always knew charlie brown was my spirit animal.,0,hs_offensive
popped a pussy im sweating lol,0,hs_offensive
poppy give me discou bitch i get it for the lowwwww,0,hs_offensive
poppy give me discounts bitch i get it for the lowwwnaw fareal tho,0,hs_offensive
pops interviews remain warm and fuzzy.,0,hs_offensive
pops told me never stick ya in a broke bitch,0,hs_offensive
porch monkey 4 life,1,hs_offensive
porch monkey 4 life,0,hs_offensive
"porcha grandma really like a nig for real, i should have tried to hollar fo real",0,hs_offensive
pornographict make you no hoe,0,hs_offensive
posted a new song guala,0,hs_offensive
posted a new song guala,0,hs_offensive
power bomb dat hoe,0,hs_offensive
ppl really cant handle a girl thats not a yes girl and says how she feel come off as a bitch,0,hs_offensive
"practically got arrested tonight, not allowed on utampa grounds for a year now fml im retarded",0,hs_offensive
praise thy lord for this season of beanies that is upon us,0,hs_offensive
preach ugly girls are the way to go man. nobody got time for you pretty hoes,0,hs_offensive
precisely soon as yall break up is when she starts doing the shit she swore shed never do like being a hoe,0,hs_offensive
prejudice. a preconceived awareness based on a majority of interactions. the negative slant comes from libs. self preservation is the basis.,0,hs_offensive
preparing to be called a nigger all night i mean play cod all night.,0,hs_offensive
pressed for pussy no i get too many freebies,0,hs_offensive
pretend assholes callin the women bitches when they know they love em lol,0,hs_offensive
"pretending that he can make it rain, our ghetto president is in it for himself while govt money whores beg utilties to stay on one more day.",0,hs_offensive
pretty ass niggah.,0,hs_offensive
pretty bitches with even prettier titties,0,hs_offensive
pretty mother fucker pull up in a bitch likee,0,hs_offensive
pretty motherfucker pull up in this bitch like,0,hs_offensive
pretty muthafucka pull up in this bitch like,0,hs_offensive
"pretty over this whole yankees thing, id rather lose in the alcs every year then live in detroit i miss the real steinbrenner",0,hs_offensive
pretty sure i got ya bitch nudes in my phone nigga,0,hs_offensive
"pretty weird that flight attendants are instructed to say to the oc, bitch. as you exit the plane.",0,hs_offensive
probably going to tackle kenzie when i see her tbh i miss my bitch,0,hs_offensive
probably saved s ass today. about out gas in a diesel engine. what would you do without your redneck friends?,0,hs_offensive
procrastination is really a bitch.,0,hs_offensive
produced by yung bouta drop dis hoe,0,hs_offensive
profesional sports are only enjoyed by white trash.,0,hs_offensive
project pay is just a soft ass little bitch.,0,hs_offensive
promise to love you and obeyand hit it more than once a daygirl i say that genuinelyfuck that bitch its what you sayy,0,hs_offensive
promises were made bitch. you are now my bxtch,0,hs_offensive
protect your bitch at all costs,0,hs_offensive
proud to be a redneck patriot,0,hs_offensive
puffy face hoes,0,hs_offensive
puig had zero lines and yet hes still going to fuck your bitch after that appearance,0,hs_offensive
pull up on a nicca,0,hs_offensive
pull up on my ex make that bitch mad,0,hs_offensive
pull up on my ex make that bitch mad.,0,hs_offensive
pull up on my x make that bitch mad,0,hs_offensive
pulled up on this coco ratchet on my way home yes bitch,0,hs_offensive
pulling hoes aint something to be proud of hoes go with anybody,0,hs_offensive
pullout game trash iyanla having an intrrvention with a man who has 34 kids with 17 women. i have other questions.,0,hs_offensive
pumpkin spice marlboros for da hoes,0,hs_offensive
punch that hoe cause she deserve it.,0,hs_offensive
punk ass broke faggots.,1,hs_offensive
punk ass cop jus bulldogged that bitch,0,hs_offensive
punk bitch walking tall like you got something to prove,0,hs_offensive
punk bitch.,0,hs_offensive
pussies only pussyan every women got oneso u gotta have more than that ladies,0,hs_offensive
"pussy ass hoe niggas, i cant fuck wit yall",0,hs_offensive
pussy ass nigguh name jesus. and his daddy,0,hs_offensive
pussy gotta be trash her love life is so sad lol im so glad khloe k dumped frenchs ghetto ass,0,hs_offensive
"pussy like girls, zaaaammnn is my pussy gay",0,hs_offensive
pussy nicca we aint friends you aint gotta me voice!,0,hs_offensive
pussy on my mouth pussy on my pinky ring,0,hs_offensive
pussy only pussy,0,hs_offensive
pussys dont get pussy.,0,hs_offensive
pussys only pussy an i get it when i need it,0,hs_offensive
put a b pussy on first 48,0,hs_offensive
put a ring on it or it aint yo bitch!,0,hs_offensive
put her in her place cause pussies dont get pussy,0,hs_offensive
put that on everything i love. aint no ugly bitch finna talk to me crazy in my car. id put her ass out and make her walk,0,hs_offensive
put the redskins in your starting lineup instead of the dolphinsitll be fun they said.,0,hs_offensive
put the weights back on the rack bitch smdh lol dick chaneys!,0,hs_offensive
put ya hands up if you a grade a bitch,0,hs_offensive
put yo bitch in the figure 4 and bedrock her,0,hs_offensive
"put your hands down bitch, i aint gon shoot you",0,hs_offensive
put your tits back in your shit bitch,0,hs_offensive
putin making look like a bitch on foreign policy.,0,hs_offensive
quan and dinothem faggot ass niggas!? aight man,0,hs_offensive
quan stopthat faggot on my tl,0,hs_offensive
"quisiera amarte no puedo no, mi mama me dijo dont love them hoes",0,hs_offensive
quit blowing up my feed bitches.,0,hs_offensive
quit hoggin the blunt bitch,0,hs_offensive
quit hurting these women cuz im tired of all the bitterness a nigga gotta go through cuz you a hoe ass nigga.,0,hs_offensive
quit talking shit you fucking faggot. youre seriously just mad bc no one wants you. who the fuck do you even think you are?,0,hs_offensive
quit teasing bitch,0,hs_offensive
r is so trash now compared to early 2000s.,0,hs_offensive
r for charlie baker of 9 points in demo mass against coakley dog via,0,hs_offensive
real nigga speaking you sound like a bitch,0,hs_offensive
republicans take massachusetts governorship coakley conceds gov. race to charlie baker,0,hs_offensive
rft tweet of the day if a nigga change on you fuck em he was a bitch nigga from day 1,0,hs_offensive
"rick told yall to go back and killem all! yall niccas didnt listen, now they are chewing on bobs leg and shit! extra, tasty, crispy!",0,hs_offensive
right the same bitches saying positive vibes are the same bitches making fun of someones weight.,0,hs_offensive
rino trash like see conservatives as the democrat party see blacks. as their slave property.,1,hs_offensive
i will never ever ever give a nigga my all unless i know for a fact he doing the same. yeen finna play me bitch,0,hs_offensive
this shit for the birds.,0,hs_offensive
jane seymour rocks a bikini at 62 crazy aunt jane is at it again,0,hs_offensive
wow do we have another faggot? timatheracer wow do we have another cam hater? lol dat dude is nice,1,hs_offensive
"alla my niggas hot boys, so dont bring no ice in this bitch",1,hs_offensive
"black bitches think its ok to clap they hands when they getting into an argument, bitch stfu before i steal yo purse",0,hs_offensive
this is what all of my bitches say hahaha,0,hs_offensive
columbus found america and we killed some injuns,0,hs_offensive
fuck you mean macklemore trash nigger?,0,hs_offensive
def a whiny bitch a girl who cries is a girl who cares. or a whiny bitch,0,hs_offensive
this is j cole you fucking queer,0,hs_offensive
all yaw hoes want 2 thing money dick,0,hs_offensive
hahahaha basic bitches so funny,0,hs_offensive
"jihadi killed in n.j. w at least 2 others,part of terrorist ring 10 yrs ago http",0,hs_offensive
it aint nothin to cut that bitch off ayeeee,0,hs_offensive
twitter tipped its cap to say to jeter in his yankee stadium finale. video,0,hs_offensive
hoes get a boyfriend and swear they not a hoe anymore. bitch having a boyfriend doesnt erase what happened before him you,0,hs_offensive
today i told a woman that she was the quintessential embodiment of sexual femininity. how am i not drowning in pussy?,0,hs_offensive
supp wigga,0,hs_offensive
you cant go wrong with a loyal bitch.,0,hs_offensive
"needy, clingy men is why i have bitch issues",0,hs_offensive
kim k lil sisters some hoes,0,hs_offensive
i might be ugly but my hoes aint trippin,0,hs_offensive
bro dont argue with these rejected ass disney models bitches better go play in some food,0,hs_offensive
when a hoe gets too friendly with bae,0,hs_offensive
"no prob! def a good early set energy tool! if you want to tune in, in less than an ho",0,hs_offensive
bitches love niggas that got bitches,0,hs_offensive
i got bitches geekin sneakin cocaina cross the customs,0,hs_offensive
come out her pussy and go in her ass come out her ass and go in her mouth that way she wont tell nobod,0,hs_offensive
"bees won, mets won, and the yankees lost. its a good day in baseball.",0,hs_offensive
this bitch always in my pocket,0,hs_offensive
you know bitches be mad when they be like im my own,0,hs_offensive
nah boa that nigga wayne run his mouth like a hoe my girl aint no hoe so chill wi,0,hs_offensive
the niggas who just jumped my brother said that dre was in they hood bitch 131st belongs to us imma going to find you bi,0,hs_offensive
dont sweat these hoes they come wit the money,0,hs_offensive
"grown men, wearing jerseys with other grown mens name on themdont forget your fucking pom poms.",0,hs_offensive
happy birthday to my little ass cousin who doesnt remember who i am hope its a good one fag!,0,hs_offensive
check out the homie for that sole sauce! that stuff does miracles,0,hs_offensive
i flex it aint no turning down take yo bitch fly out of town macin stackin ready to get it crackin aint no tu,0,hs_offensive
i hate a lying ass bitch,0,hs_offensive
muslim jihadi? keep calm and,0,hs_offensive
im ugly so dont worry about me having hoes.,0,hs_offensive
so yall just gone look past the fact that this bitch sucking a dick cause her edges laid? i swear hate you bitches http,0,hs_offensive
im in this bitch yaaa i do my thanggg,0,hs_offensive
bae lemme see your phone if you dont have hella hoes me one sec,0,hs_offensive
bruh this bitch booty so flat that its muscular,0,hs_offensive
if i dm u dont announce it to the timeline bitch im tryna fuck on the low,0,hs_offensive
if u a messy bitch hell nawl i cant rock w. you,0,hs_offensive
just checked my watch n that bitch said sometimes,0,hs_offensive
rick james bitch,0,hs_offensive
dont be that frontin ass bitch.,0,hs_offensive
mama told me look rich act poor n neva trip ona bitch dat aint urs,0,hs_offensive
since a yungin bitch i been nat nigga,0,hs_offensive
